mes_num,mes_nombre,ingrediente,categoria,subcategoria,descripcion_culinaria,zona,disponibilidad,lat,lon,partidos,tipo_clima,descripcion_zona,notas_produccion
5,Mayo,Remolacha,verdura,raíz,Resistente. Buena en invierno y primavera.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Muy buena calidad. Clima frío la favorece.
6,Junio,Remolacha,verdura,raíz,Resistente. Buena en invierno y primavera.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Muy buena calidad. Clima frío la favorece.
7,Julio,Remolacha,verdura,raíz,Resistente. Buena en invierno y primavera.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Muy buena calidad. Clima frío la favorece.
8,Agosto,Remolacha,verdura,raíz,Resistente. Buena en invierno y primavera.,Sur Bonaerense,plena,-38.72,-62.27,"Bahía Blanca, Coronel Suárez, Tres Arroyos, Coronel Dorrego",Templado frío,Inviernos más rigurosos. Producción concentrada en cultivos resistentes: brócoli,Muy buena calidad. Clima frío la favorece.
1,Enero,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
2,Febrero,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
3,Marzo,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
4,Abril,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
5,Mayo,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
6,Junio,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
7,Julio,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
8,Agosto,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
9,Septiembre,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
10,Octubre,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
11,Noviembre,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
12,Diciembre,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Ciclo 30 días. Producción casi continua.
1,Enero,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
2,Febrero,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
3,Marzo,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
4,Abril,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
5,Mayo,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
6,Junio,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
7,Julio,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
8,Agosto,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
9,Septiembre,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
10,Octubre,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
11,Noviembre,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
12,Diciembre,Rabanito,verdura,raíz,Ciclo muy corto. Producción casi continua.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta rotación. Siempre disponible.
4,Abril,Nabo,verdura,raíz,Poco común pero en crecimiento. Invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno. Producción creciente en la zona.
5,Mayo,Nabo,verdura,raíz,Poco común pero en crecimiento. Invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno. Producción creciente en la zona.
6,Junio,Nabo,verdura,raíz,Poco común pero en crecimiento. Invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno. Producción creciente en la zona.
7,Julio,Nabo,verdura,raíz,Poco común pero en crecimiento. Invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno. Producción creciente en la zona.
8,Agosto,Nabo,verdura,raíz,Poco común pero en crecimiento. Invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno. Producción creciente en la zona.
4,Abril,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno y primavera temprana. Suave y versátil.
5,Mayo,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno y primavera temprana. Suave y versátil.
6,Junio,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno y primavera temprana. Suave y versátil.
7,Julio,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno y primavera temprana. Suave y versátil.
8,Agosto,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno y primavera temprana. Suave y versátil.
9,Septiembre,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Invierno y primavera temprana. Suave y versátil.
4,Abril,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción. Muy demandado en restaurantes.
5,Mayo,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción. Muy demandado en restaurantes.
6,Junio,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción. Muy demandado en restaurantes.
7,Julio,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción. Muy demandado en restaurantes.
8,Agosto,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción. Muy demandado en restaurantes.
9,Septiembre,Puerro,verdura,bulbo,Sabor suave. Invierno y primavera temprana.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Alta producción. Muy demandado en restaurantes.
1,Enero,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
2,Febrero,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
3,Marzo,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
4,Abril,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
5,Mayo,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
6,Junio,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
7,Julio,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
8,Agosto,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
9,Septiembre,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
10,Octubre,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
11,Noviembre,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
12,Diciembre,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción casi continua. Uso cotidiano en cocina criolla.
1,Enero,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
2,Febrero,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
3,Marzo,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
4,Abril,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
5,Mayo,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
6,Junio,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
7,Julio,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
8,Agosto,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
9,Septiembre,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
10,Octubre,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
11,Noviembre,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
12,Diciembre,Cebolla de verdeo,verdura,bulbo,Producción continua. Muy usada en cocina criolla.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresco. Producción familiar.
11,Noviembre,Ajo,verdura,bulbo,Cosecha concentrada en verano. Se conserva seco.,Pampa Húmeda Interior,plena,-37.30,-59.10,"Tandil, Azul, Olavarría, Rauch",Templado continental,Producción mixta. Tandil conocida por sus chacinados pero también produce verduras de raíz y tubérculos en invierno. Estaciones más marcadas.,Cosecha concentrada. Se conserva seco meses.
12,Diciembre,Ajo,verdura,bulbo,Cosecha concentrada en verano. Se conserva seco.,Pampa Húmeda Interior,plena,-37.30,-59.10,"Tandil, Azul, Olavarría, Rauch",Templado continental,Producción mixta. Tandil conocida por sus chacinados pero también produce verduras de raíz y tubérculos en invierno. Estaciones más marcadas.,Cosecha concentrada. Se conserva seco meses.
1,Enero,Ajo,verdura,bulbo,Cosecha concentrada en verano. Se conserva seco.,Pampa Húmeda Interior,plena,-37.30,-59.10,"Tandil, Azul, Olavarría, Rauch",Templado continental,Producción mixta. Tandil conocida por sus chacinados pero también produce verduras de raíz y tubérculos en invierno. Estaciones más marcadas.,Cosecha concentrada. Se conserva seco meses.
11,Noviembre,Ajo,verdura,bulbo,Cosecha concentrada en verano. Se conserva seco.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción menor. Complementa importación del norte.
12,Diciembre,Ajo,verdura,bulbo,Cosecha concentrada en verano. Se conserva seco.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción menor. Complementa importación del norte.
1,Enero,Ajo,verdura,bulbo,Cosecha concentrada en verano. Se conserva seco.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción menor. Complementa importación del norte.
9,Septiembre,Papa,verdura,tubérculo,Producción masiva en Mar del Plata. Variedad de tipos.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Capital nacional de la papa. Balcarce y alrededores.
10,Octubre,Papa,verdura,tubérculo,Producción masiva en Mar del Plata. Variedad de tipos.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Capital nacional de la papa. Balcarce y alrededores.
11,Noviembre,Papa,verdura,tubérculo,Producción masiva en Mar del Plata. Variedad de tipos.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Capital nacional de la papa. Balcarce y alrededores.
12,Diciembre,Papa,verdura,tubérculo,Producción masiva en Mar del Plata. Variedad de tipos.,Costa Atlántica,plena,-38.00,-57.55,"Mar del Plata, Balcarce, Necochea, Lobería",Templado marítimo,Gran producción de papa y alcaucil. Mar del Plata es la capital nacional del alcaucil. Clima fresco que favorece cultivos de otoño e invierno.,Capital nacional de la papa. Balcarce y alrededores.
8,Agosto,Papa,verdura,tubérculo,Producción masiva en Mar del Plata. Variedad de tipos.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción importante. Variedad Kennebec.
9,Septiembre,Papa,verdura,tubérculo,Producción masiva en Mar del Plata. Variedad de tipos.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción importante. Variedad Kennebec.
10,Octubre,Papa,verdura,tubérculo,Producción masiva en Mar del Plata. Variedad de tipos.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción importante. Variedad Kennebec.
11,Noviembre,Papa,verdura,tubérculo,Producción masiva en Mar del Plata. Variedad de tipos.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Producción importante. Variedad Kennebec.
3,Marzo,Batata,verdura,tubérculo,Sabor dulce. Cosecha en otoño-invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Otoño-invierno. Sabor dulce al hornearse.
4,Abril,Batata,verdura,tubérculo,Sabor dulce. Cosecha en otoño-invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Otoño-invierno. Sabor dulce al hornearse.
5,Mayo,Batata,verdura,tubérculo,Sabor dulce. Cosecha en otoño-invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Otoño-invierno. Sabor dulce al hornearse.
6,Junio,Batata,verdura,tubérculo,Sabor dulce. Cosecha en otoño-invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Otoño-invierno. Sabor dulce al hornearse.
7,Julio,Batata,verdura,tubérculo,Sabor dulce. Cosecha en otoño-invierno.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Otoño-invierno. Sabor dulce al hornearse.
3,Marzo,Batata,verdura,tubérculo,Sabor dulce. Cosecha en otoño-invierno.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Buena producción. Alta demanda en invierno.
